Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:23:42.383000,PER,11,0 days 00:01:20.487000,16.0,2.0,,,0 days 00:00:21.144000,0 days 00:00:37.921000,0 days 00:00:21.422000,0 days 01:22:43.078000,0 days 01:23:20.999000,0 days 01:23:42.421000,168.0,187.0,265.0,271.0,False,HARD,15.0,True,Red Bull Racing,0 days 01:22:21.896000,2023-05-28 13:23:22.873,1,18.0,False,,False,True
0 days 01:25:03.698000,PER,11,0 days 00:01:21.315000,17.0,2.0,,,0 days 00:00:21.303000,0 days 00:00:38.271000,0 days 00:00:21.741000,0 days 01:24:03.724000,0 days 01:24:41.995000,0 days 01:25:03.736000,164.0,183.0,266.0,275.0,False,HARD,16.0,True,Red Bull Racing,0 days 01:23:42.383000,2023-05-28 13:24:43.360,1,17.0,False,,False,True
0 days 01:26:21.790000,PER,11,0 days 00:01:18.092000,18.0,2.0,,,0 days 00:00:20.636000,0 days 00:00:36.662000,0 days 00:00:20.794000,0 days 01:25:24.372000,0 days 01:26:01.034000,0 days 01:26:21.828000,184.0,191.0,266.0,282.0,False,HARD,17.0,True,Red Bull Racing,0 days 01:25:03.698000,2023-05-28 13:26:04.675,1,16.0,False,,False,True
0 days 01:27:39.657000,PER,11,0 days 00:01:17.867000,19.0,2.0,,,0 days 00:00:20.601000,0 days 00:00:36.623000,0 days 00:00:20.643000,0 days 01:26:42.429000,0 days 01:27:19.052000,0 days 01:27:39.695000,186.0,192.0,265.0,275.0,False,HARD,18.0,True,Red Bull Racing,0 days 01:26:21.790000,2023-05-28 13:27:22.767,1,16.0,False,,False,True
0 days 01:28:57.636000,PER,11,0 days 00:01:17.979000,20.0,2.0,,,0 days 00:00:20.550000,0 days 00:00:36.622000,0 days 00:00:20.807000,0 days 01:28:00.245000,0 days 01:28:36.867000,0 days 01:28:57.674000,185.0,191.0,266.0,278.0,False,HARD,19.0,True,Red Bull Racing,0 days 01:27:39.657000,2023-05-28 13:28:40.634,1,16.0,False,,False,True
0 days 01:30:16.159000,PER,11,0 days 00:01:18.523000,21.0,2.0,,,0 days 00:00:20.706000,0 days 00:00:36.755000,0 days 00:00:21.062000,0 days 01:29:18.380000,0 days 01:29:55.135000,0 days 01:30:16.197000,179.0,189.0,266.0,280.0,False,HARD,20.0,True,Red Bull Racing,0 days 01:28:57.636000,2023-05-28 13:29:58.613,1,16.0,False,,False,True
0 days 01:31:34.962000,PER,11,0 days 00:01:18.803000,22.0,2.0,,,0 days 00:00:20.812000,0 days 00:00:37.101000,0 days 00:00:20.890000,0 days 01:30:37.009000,0 days 01:31:14.110000,0 days 01:31:35,174.0,185.0,265.0,279.0,False,HARD,21.0,True,Red Bull Racing,0 days 01:30:16.159000,2023-05-28 13:31:17.136,1,16.0,False,,False,True
0 days 01:32:53.566000,PER,11,0 days 00:01:18.604000,23.0,2.0,,,0 days 00:00:20.663000,0 days 00:00:36.867000,0 days 00:00:21.074000,0 days 01:31:55.663000,0 days 01:32:32.530000,0 days 01:32:53.604000,183.0,188.0,268.0,281.0,False,HARD,22.0,True,Red Bull Racing,0 days 01:31:34.962000,2023-05-28 13:32:35.939,1,16.0,False,,False,True
0 days 01:34:12.190000,PER,11,0 days 00:01:18.624000,24.0,2.0,,,0 days 00:00:20.773000,0 days 00:00:37.019000,0 days 00:00:20.832000,0 days 01:33:14.377000,0 days 01:33:51.396000,0 days 01:34:12.228000,182.0,189.0,267.0,276.0,False,HARD,23.0,True,Red Bull Racing,0 days 01:32:53.566000,2023-05-28 13:33:54.543,1,16.0,False,,False,True
0 days 01:35:30.731000,PER,11,0 days 00:01:18.541000,25.0,2.0,,,0 days 00:00:20.766000,0 days 00:00:37.022000,0 days 00:00:20.753000,0 days 01:34:32.994000,0 days 01:35:10.016000,0 days 01:35:30.769000,176.0,189.0,268.0,274.0,False,HARD,24.0,True,Red Bull Racing,0 days 01:34:12.190000,2023-05-28 13:35:13.167,1,16.0,False,,False,True
0 days 01:36:50.608000,PER,11,0 days 00:01:19.877000,26.0,2.0,,,0 days 00:00:21.045000,0 days 00:00:37.661000,0 days 00:00:21.171000,0 days 01:35:51.814000,0 days 01:36:29.475000,0 days 01:36:50.646000,177.0,187.0,259.0,266.0,False,HARD,25.0,True,Red Bull Racing,0 days 01:35:30.731000,2023-05-28 13:36:31.708,1,16.0,False,,False,True
0 days 01:38:09.927000,PER,11,0 days 00:01:19.319000,27.0,2.0,,,0 days 00:00:20.679000,0 days 00:00:37.368000,0 days 00:00:21.272000,0 days 01:37:11.325000,0 days 01:37:48.693000,0 days 01:38:09.965000,183.0,189.0,266.0,262.0,False,HARD,26.0,True,Red Bull Racing,0 days 01:36:50.608000,2023-05-28 13:37:51.585,1,16.0,False,,False,True
0 days 01:39:29.538000,PER,11,0 days 00:01:19.611000,28.0,2.0,,,0 days 00:00:20.867000,0 days 00:00:37.649000,0 days 00:00:21.095000,0 days 01:38:30.832000,0 days 01:39:08.481000,0 days 01:39:29.576000,174.0,186.0,268.0,262.0,False,HARD,27.0,True,Red Bull Racing,0 days 01:38:09.927000,2023-05-28 13:39:10.904,1,16.0,False,,False,True
0 days 01:40:49.524000,PER,11,0 days 00:01:19.986000,29.0,2.0,,,0 days 00:00:20.802000,0 days 00:00:38.012000,0 days 00:00:21.172000,0 days 01:39:50.378000,0 days 01:40:28.390000,0 days 01:40:49.562000,172.0,189.0,266.0,260.0,False,HARD,28.0,True,Red Bull Racing,0 days 01:39:29.538000,2023-05-28 13:40:30.515,1,16.0,False,,False,True
0 days 01:42:10.295000,PER,11,0 days 00:01:20.771000,30.0,2.0,,,0 days 00:00:20.990000,0 days 00:00:38.914000,0 days 00:00:20.867000,0 days 01:41:10.552000,0 days 01:41:49.466000,0 days 01:42:10.333000,171.0,188.0,267.0,261.0,False,HARD,29.0,True,Red Bull Racing,0 days 01:40:49.524000,2023-05-28 13:41:50.501,1,16.0,False,,False,True
0 days 01:43:29.587000,PER,11,0 days 00:01:19.292000,31.0,2.0,,,0 days 00:00:20.676000,0 days 00:00:37.685000,0 days 00:00:20.931000,0 days 01:42:31.009000,0 days 01:43:08.694000,0 days 01:43:29.625000,184.0,174.0,266.0,281.0,False,HARD,30.0,True,Red Bull Racing,0 days 01:42:10.295000,2023-05-28 13:43:11.272,1,15.0,True,TRACK LIMITS AT TURN 10 LAP 31 ,False,True
0 days 01:44:49.194000,PER,11,0 days 00:01:19.607000,32.0,2.0,,,0 days 00:00:20.311000,0 days 00:00:38.121000,0 days 00:00:21.175000,0 days 01:43:49.936000,0 days 01:44:28.057000,0 days 01:44:49.232000,193.0,190.0,269.0,286.0,False,HARD,31.0,True,Red Bull Racing,0 days 01:43:29.587000,2023-05-28 13:44:30.564,1,15.0,False,,False,True
0 days 01:46:11.277000,PER,11,0 days 00:01:22.083000,33.0,2.0,,,0 days 00:00:20.747000,0 days 00:00:39.559000,0 days 00:00:21.777000,0 days 01:45:09.979000,0 days 01:45:49.538000,0 days 01:46:11.315000,190.0,173.0,267.0,285.0,False,HARD,32.0,True,Red Bull Racing,0 days 01:44:49.194000,2023-05-28 13:45:50.171,1,16.0,False,,False,True
0 days 01:47:57.728000,PER,11,0 days 00:01:46.451000,34.0,2.0,,0 days 01:47:25.730000,0 days 00:00:21.041000,0 days 00:00:38.770000,0 days 00:00:46.640000,0 days 01:46:32.356000,0 days 01:47:11.126000,0 days 01:47:57.766000,181.0,181.0,,274.0,False,HARD,33.0,True,Red Bull Racing,0 days 01:46:11.277000,2023-05-28 13:47:12.254,1,19.0,False,,False,False
0 days 01:49:17.309000,PER,11,0 days 00:01:19.581000,35.0,3.0,0 days 01:47:58.386000,,0 days 00:00:22.615000,0 days 00:00:36.538000,0 days 00:00:20.428000,0 days 01:48:20.381000,0 days 01:48:56.919000,0 days 01:49:17.347000,181.0,191.0,258.0,278.0,False,MEDIUM,2.0,False,Red Bull Racing,0 days 01:47:57.728000,2023-05-28 13:48:58.705,1,19.0,False,,False,False
0 days 01:50:34.191000,PER,11,0 days 00:01:16.882000,36.0,3.0,,,0 days 00:00:20.285000,0 days 00:00:36.090000,0 days 00:00:20.507000,0 days 01:49:37.632000,0 days 01:50:13.722000,0 days 01:50:34.229000,196.0,192.0,258.0,272.0,False,MEDIUM,3.0,False,Red Bull Racing,0 days 01:49:17.309000,2023-05-28 13:50:18.286,1,19.0,False,,False,True
0 days 01:51:50.897000,PER,11,0 days 00:01:16.706000,37.0,3.0,,,0 days 00:00:20.132000,0 days 00:00:36.231000,0 days 00:00:20.343000,0 days 01:50:54.361000,0 days 01:51:30.592000,0 days 01:51:50.935000,197.0,193.0,259.0,274.0,False,MEDIUM,4.0,False,Red Bull Racing,0 days 01:50:34.191000,2023-05-28 13:51:35.168,1,19.0,False,,False,True
0 days 01:53:07.250000,PER,11,0 days 00:01:16.353000,38.0,3.0,,,0 days 00:00:20.058000,0 days 00:00:36.054000,0 days 00:00:20.241000,0 days 01:52:10.993000,0 days 01:52:47.047000,0 days 01:53:07.288000,200.0,195.0,260.0,264.0,False,MEDIUM,5.0,False,Red Bull Racing,0 days 01:51:50.897000,2023-05-28 13:52:51.874,1,19.0,False,,False,True
0 days 01:54:23.695000,PER,11,0 days 00:01:16.445000,39.0,3.0,,,0 days 00:00:20.114000,0 days 00:00:36.082000,0 days 00:00:20.249000,0 days 01:53:27.402000,0 days 01:54:03.484000,0 days 01:54:23.733000,197.0,194.0,260.0,265.0,False,MEDIUM,6.0,False,Red Bull Racing,0 days 01:53:07.250000,2023-05-28 13:54:08.227,1,19.0,False,,False,True
0 days 01:55:40.450000,PER,11,0 days 00:01:16.755000,40.0,3.0,,,0 days 00:00:19.979000,0 days 00:00:36.340000,0 days 00:00:20.436000,0 days 01:54:43.712000,0 days 01:55:20.052000,0 days 01:55:40.488000,194.0,196.0,261.0,266.0,False,MEDIUM,7.0,False,Red Bull Racing,0 days 01:54:23.695000,2023-05-28 13:55:24.672,1,19.0,False,,False,True
0 days 01:56:58.409000,PER,11,0 days 00:01:17.959000,41.0,3.0,,,0 days 00:00:20.300000,0 days 00:00:36.784000,0 days 00:00:20.875000,0 days 01:56:00.788000,0 days 01:56:37.572000,0 days 01:56:58.447000,181.0,192.0,260.0,267.0,False,MEDIUM,8.0,False,Red Bull Racing,0 days 01:55:40.450000,2023-05-28 13:56:41.427,1,19.0,False,,False,True
0 days 01:58:15.869000,PER,11,0 days 00:01:17.460000,42.0,3.0,,,0 days 00:00:20.269000,0 days 00:00:36.496000,0 days 00:00:20.695000,0 days 01:57:18.716000,0 days 01:57:55.212000,0 days 01:58:15.907000,190.0,190.0,266.0,269.0,False,MEDIUM,9.0,False,Red Bull Racing,0 days 01:56:58.409000,2023-05-28 13:57:59.386,1,19.0,False,,False,True
0 days 01:59:33.716000,PER,11,0 days 00:01:17.847000,43.0,3.0,,,0 days 00:00:20.328000,0 days 00:00:36.787000,0 days 00:00:20.732000,0 days 01:58:36.235000,0 days 01:59:13.022000,0 days 01:59:33.754000,182.0,190.0,268.0,268.0,False,MEDIUM,10.0,False,Red Bull Racing,0 days 01:58:15.869000,2023-05-28 13:59:16.846,1,19.0,False,,False,True
0 days 02:00:51.332000,PER,11,0 days 00:01:17.616000,44.0,3.0,,,0 days 00:00:20.365000,0 days 00:00:36.641000,0 days 00:00:20.610000,0 days 01:59:54.119000,0 days 02:00:30.760000,0 days 02:00:51.370000,183.0,195.0,269.0,269.0,False,MEDIUM,11.0,False,Red Bull Racing,0 days 01:59:33.716000,2023-05-28 14:00:34.693,1,19.0,False,,False,True
0 days 02:02:08.460000,PER,11,0 days 00:01:17.128000,45.0,3.0,,,0 days 00:00:20.104000,0 days 00:00:36.446000,0 days 00:00:20.578000,0 days 02:01:11.474000,0 days 02:01:47.920000,0 days 02:02:08.498000,190.0,195.0,268.0,270.0,False,MEDIUM,12.0,False,Red Bull Racing,0 days 02:00:51.332000,2023-05-28 14:01:52.309,1,19.0,False,,False,True
0 days 02:03:25.507000,PER,11,0 days 00:01:17.047000,46.0,3.0,,,0 days 00:00:20.165000,0 days 00:00:36.405000,0 days 00:00:20.477000,0 days 02:02:28.663000,0 days 02:03:05.068000,0 days 02:03:25.545000,193.0,195.0,267.0,270.0,False,MEDIUM,13.0,False,Red Bull Racing,0 days 02:02:08.460000,2023-05-28 14:03:09.437,1,19.0,False,,False,True
0 days 02:04:42.366000,PER,11,0 days 00:01:16.859000,47.0,3.0,,,0 days 00:00:20.214000,0 days 00:00:36.171000,0 days 00:00:20.474000,0 days 02:03:45.759000,0 days 02:04:21.930000,0 days 02:04:42.404000,192.0,195.0,268.0,269.0,False,MEDIUM,14.0,False,Red Bull Racing,0 days 02:03:25.507000,2023-05-28 14:04:26.484,1,19.0,False,,False,True
0 days 02:05:59.346000,PER,11,0 days 00:01:16.980000,48.0,3.0,,,0 days 00:00:20.086000,0 days 00:00:36.499000,0 days 00:00:20.395000,0 days 02:05:02.490000,0 days 02:05:38.989000,0 days 02:05:59.384000,,195.0,269.0,270.0,False,MEDIUM,15.0,False,Red Bull Racing,0 days 02:04:42.366000,2023-05-28 14:05:43.343,1,19.0,False,,False,True
0 days 02:07:17.870000,PER,11,0 days 00:01:18.524000,49.0,3.0,,,0 days 00:00:20.226000,0 days 00:00:37.083000,0 days 00:00:21.215000,0 days 02:06:19.610000,0 days 02:06:56.693000,0 days 02:07:17.908000,187.0,186.0,269.0,269.0,False,MEDIUM,16.0,False,Red Bull Racing,0 days 02:05:59.346000,2023-05-28 14:07:00.323,1,19.0,False,,False,True
0 days 02:08:42.726000,PER,11,0 days 00:01:24.856000,50.0,3.0,,,0 days 00:00:20.634000,0 days 00:00:39.819000,0 days 00:00:24.403000,0 days 02:07:38.542000,0 days 02:08:18.361000,0 days 02:08:42.764000,181.0,168.0,267.0,266.0,False,MEDIUM,17.0,False,Red Bull Racing,0 days 02:07:17.870000,2023-05-28 14:08:18.847,1,19.0,False,,False,True
0 days 02:10:08.371000,PER,11,0 days 00:01:25.645000,51.0,3.0,,,0 days 00:00:21.454000,0 days 00:00:41.735000,0 days 00:00:22.456000,0 days 02:09:04.218000,0 days 02:09:45.953000,0 days 02:10:08.409000,161.0,167.0,272.0,265.0,False,MEDIUM,18.0,False,Red Bull Racing,0 days 02:08:42.726000,2023-05-28 14:09:43.703,1,17.0,False,,False,True
0 days 02:11:46.571000,PER,11,0 days 00:01:38.200000,52.0,3.0,,,0 days 00:00:24.840000,0 days 00:00:50.001000,0 days 00:00:23.359000,0 days 02:10:33.249000,0 days 02:11:23.250000,0 days 02:11:46.609000,98.0,153.0,267.0,218.0,False,MEDIUM,19.0,False,Red Bull Racing,0 days 02:10:08.371000,2023-05-28 14:11:09.348,1,15.0,False,,False,True
0 days 02:13:42.115000,PER,11,0 days 00:01:55.544000,53.0,3.0,,0 days 02:13:18.655000,0 days 00:00:23.928000,0 days 00:00:50.178000,0 days 00:00:41.438000,0 days 02:12:10.537000,0 days 02:13:00.715000,0 days 02:13:42.153000,124.0,134.0,,252.0,False,MEDIUM,20.0,False,Red Bull Racing,0 days 02:11:46.571000,2023-05-28 14:12:47.548,1,19.0,False,,False,False
0 days 02:15:24.447000,PER,11,0 days 00:01:42.332000,54.0,4.0,0 days 02:13:42.827000,,0 days 00:00:27.307000,0 days 00:00:49.163000,0 days 00:00:25.862000,0 days 02:14:09.460000,0 days 02:14:58.623000,0 days 02:15:24.485000,120.0,140.0,252.0,254.0,False,INTERMEDIATE,1.0,True,Red Bull Racing,0 days 02:13:42.115000,2023-05-28 14:14:43.092,12,17.0,False,,False,False
0 days 02:17:04.893000,PER,11,0 days 00:01:40.446000,55.0,4.0,,,0 days 00:00:26.321000,0 days 00:00:47.575000,0 days 00:00:26.550000,0 days 02:15:50.806000,0 days 02:16:38.381000,0 days 02:17:04.931000,123.0,142.0,242.0,264.0,False,INTERMEDIATE,2.0,True,Red Bull Racing,0 days 02:15:24.447000,2023-05-28 14:16:25.424,21,17.0,False,,False,True
0 days 02:18:49.948000,PER,11,0 days 00:01:45.055000,56.0,4.0,,,0 days 00:00:29.044000,0 days 00:00:48.988000,0 days 00:00:27.023000,0 days 02:17:33.975000,0 days 02:18:22.963000,0 days 02:18:49.986000,111.0,132.0,247.0,253.0,False,INTERMEDIATE,3.0,True,Red Bull Racing,0 days 02:17:04.893000,2023-05-28 14:18:05.870,1,16.0,False,,False,True
0 days 02:20:55.787000,PER,11,0 days 00:02:05.839000,57.0,4.0,,0 days 02:20:27.429000,0 days 00:00:27.613000,0 days 00:00:47.840000,0 days 00:00:50.386000,0 days 02:19:17.599000,0 days 02:20:05.439000,0 days 02:20:55.825000,126.0,137.0,,243.0,False,INTERMEDIATE,4.0,True,Red Bull Racing,0 days 02:18:49.948000,2023-05-28 14:19:50.925,12,17.0,False,,False,False
0 days 02:22:41.776000,PER,11,0 days 00:01:45.989000,58.0,5.0,0 days 02:20:56.475000,,0 days 00:00:29.661000,0 days 00:00:49.225000,0 days 00:00:27.103000,0 days 02:21:25.486000,0 days 02:22:14.711000,0 days 02:22:41.814000,119.0,135.0,248.0,260.0,False,WET,1.0,True,Red Bull Racing,0 days 02:20:55.787000,2023-05-28 14:21:56.764,12,17.0,False,,False,False
0 days 02:24:22.371000,PER,11,0 days 00:01:40.595000,59.0,5.0,,,0 days 00:00:27.084000,0 days 00:00:46.715000,0 days 00:00:26.796000,0 days 02:23:08.898000,0 days 02:23:55.613000,0 days 02:24:22.409000,117.0,132.0,250.0,264.0,False,WET,2.0,True,Red Bull Racing,0 days 02:22:41.776000,2023-05-28 14:23:42.753,21,16.0,True,TRACK LIMITS AT TURN 10 LAP 59 ,False,True
0 days 02:26:03.453000,PER,11,0 days 00:01:41.082000,60.0,5.0,,,0 days 00:00:26.829000,0 days 00:00:47.719000,0 days 00:00:26.534000,0 days 02:24:49.238000,0 days 02:25:36.957000,0 days 02:26:03.491000,116.0,125.0,251.0,262.0,False,WET,3.0,True,Red Bull Racing,0 days 02:24:22.371000,2023-05-28 14:25:23.348,12,16.0,False,,False,True
0 days 02:27:44.673000,PER,11,0 days 00:01:41.220000,61.0,5.0,,,0 days 00:00:26.414000,0 days 00:00:48.483000,0 days 00:00:26.323000,0 days 02:26:29.905000,0 days 02:27:18.388000,0 days 02:27:44.711000,127.0,133.0,251.0,262.0,False,WET,4.0,True,Red Bull Racing,0 days 02:26:03.453000,2023-05-28 14:27:04.430,1,16.0,False,,False,True
0 days 02:29:24.304000,PER,11,0 days 00:01:39.631000,62.0,5.0,,,0 days 00:00:26.075000,0 days 00:00:47.019000,0 days 00:00:26.537000,0 days 02:28:10.786000,0 days 02:28:57.805000,0 days 02:29:24.342000,132.0,131.0,251.0,258.0,False,WET,5.0,True,Red Bull Racing,0 days 02:27:44.673000,2023-05-28 14:28:45.650,1,16.0,False,,False,True
0 days 02:31:03.709000,PER,11,0 days 00:01:39.405000,63.0,5.0,,,0 days 00:00:26.459000,0 days 00:00:47.105000,0 days 00:00:25.841000,0 days 02:29:50.801000,0 days 02:30:37.906000,0 days 02:31:03.747000,129.0,135.0,253.0,266.0,False,WET,6.0,True,Red Bull Racing,0 days 02:29:24.304000,2023-05-28 14:30:25.281,1,16.0,False,,False,True
0 days 02:32:40.821000,PER,11,0 days 00:01:37.112000,64.0,5.0,,,0 days 00:00:25.634000,0 days 00:00:46.525000,0 days 00:00:24.953000,0 days 02:31:29.381000,0 days 02:32:15.906000,0 days 02:32:40.859000,141.0,135.0,253.0,258.0,False,WET,7.0,True,Red Bull Racing,0 days 02:31:03.709000,2023-05-28 14:32:04.686,1,16.0,False,,False,True
0 days 02:34:18.496000,PER,11,0 days 00:01:37.675000,65.0,5.0,,,0 days 00:00:26.152000,0 days 00:00:47.094000,0 days 00:00:24.429000,0 days 02:33:07.011000,0 days 02:33:54.105000,0 days 02:34:18.534000,136.0,141.0,254.0,267.0,False,WET,8.0,True,Red Bull Racing,0 days 02:32:40.821000,2023-05-28 14:33:41.798,1,16.0,False,,False,True
0 days 02:35:54.947000,PER,11,0 days 00:01:36.451000,66.0,5.0,,,0 days 00:00:25.048000,0 days 00:00:46.628000,0 days 00:00:24.775000,0 days 02:34:43.582000,0 days 02:35:30.210000,0 days 02:35:54.985000,148.0,143.0,253.0,245.0,False,WET,9.0,True,Red Bull Racing,0 days 02:34:18.496000,2023-05-28 14:35:19.473,1,16.0,False,,False,True
0 days 02:37:30.904000,PER,11,0 days 00:01:35.957000,67.0,5.0,,,0 days 00:00:24.856000,0 days 00:00:46.372000,0 days 00:00:24.729000,0 days 02:36:19.841000,0 days 02:37:06.213000,0 days 02:37:30.942000,151.0,141.0,253.0,261.0,False,WET,10.0,True,Red Bull Racing,0 days 02:35:54.947000,2023-05-28 14:36:55.924,12,16.0,False,,False,True
0 days 02:39:07.201000,PER,11,0 days 00:01:36.297000,68.0,5.0,,,0 days 00:00:25.957000,0 days 00:00:46.149000,0 days 00:00:24.191000,0 days 02:37:56.899000,0 days 02:38:43.048000,0 days 02:39:07.239000,145.0,142.0,255.0,267.0,False,WET,11.0,True,Red Bull Racing,0 days 02:37:30.904000,2023-05-28 14:38:31.881,21,16.0,False,,False,True
0 days 02:40:42.909000,PER,11,0 days 00:01:35.708000,69.0,5.0,,,0 days 00:00:25.159000,0 days 00:00:46.111000,0 days 00:00:24.438000,0 days 02:39:32.398000,0 days 02:40:18.509000,0 days 02:40:42.947000,148.0,141.0,253.0,261.0,False,WET,12.0,True,Red Bull Racing,0 days 02:39:07.201000,2023-05-28 14:40:08.178,1,16.0,False,,False,True
0 days 02:42:40.975000,PER,11,0 days 00:01:58.066000,70.0,5.0,,0 days 02:42:16.515000,0 days 00:00:26.043000,0 days 00:00:49.873000,0 days 00:00:42.150000,0 days 02:41:08.990000,0 days 02:41:58.863000,0 days 02:42:41.013000,140.0,142.0,,244.0,False,WET,13.0,True,Red Bull Racing,0 days 02:40:42.909000,2023-05-28 14:41:43.886,1,17.0,False,,False,False
0 days 02:44:17.719000,PER,11,0 days 00:01:36.744000,71.0,6.0,0 days 02:42:41.702000,,0 days 00:00:27.390000,0 days 00:00:46.278000,0 days 00:00:23.076000,0 days 02:43:08.403000,0 days 02:43:54.681000,0 days 02:44:17.757000,143.0,153.0,259.0,263.0,False,INTERMEDIATE,1.0,True,Red Bull Racing,0 days 02:42:40.975000,2023-05-28 14:43:41.952,1,17.0,False,,False,False
0 days 02:45:47.256000,PER,11,0 days 00:01:29.537000,72.0,6.0,,,0 days 00:00:23.628000,0 days 00:00:43.487000,0 days 00:00:22.422000,0 days 02:44:41.385000,0 days 02:45:24.872000,0 days 02:45:47.294000,155.0,158.0,259.0,274.0,False,INTERMEDIATE,2.0,True,Red Bull Racing,0 days 02:44:17.719000,2023-05-28 14:45:18.696,1,17.0,False,,False,True
0 days 02:47:14.076000,PER,11,0 days 00:01:26.820000,73.0,6.0,,,0 days 00:00:22.267000,0 days 00:00:42.197000,0 days 00:00:22.356000,0 days 02:46:09.561000,0 days 02:46:51.758000,0 days 02:47:14.114000,166.0,161.0,259.0,276.0,False,INTERMEDIATE,3.0,True,Red Bull Racing,0 days 02:45:47.256000,2023-05-28 14:46:48.233,1,17.0,False,,False,True
0 days 02:48:39.780000,PER,11,0 days 00:01:25.704000,74.0,6.0,,,0 days 00:00:22.036000,0 days 00:00:41.152000,0 days 00:00:22.516000,0 days 02:47:36.150000,0 days 02:48:17.302000,0 days 02:48:39.818000,185.0,170.0,261.0,273.0,False,INTERMEDIATE,4.0,True,Red Bull Racing,0 days 02:47:14.076000,2023-05-28 14:48:15.053,1,17.0,False,,False,True
0 days 02:50:13.928000,PER,11,0 days 00:01:34.148000,75.0,6.0,,,0 days 00:00:23.990000,0 days 00:00:46.718000,0 days 00:00:23.440000,0 days 02:49:03.808000,0 days 02:49:50.526000,0 days 02:50:13.966000,154.0,146.0,267.0,255.0,False,INTERMEDIATE,5.0,True,Red Bull Racing,0 days 02:48:39.780000,2023-05-28 14:49:40.757,1,17.0,False,,False,True
0 days 02:51:44.201000,PER,11,0 days 00:01:30.273000,76.0,6.0,,,0 days 00:00:23.899000,0 days 00:00:43.256000,0 days 00:00:23.118000,0 days 02:50:37.865000,0 days 02:51:21.121000,0 days 02:51:44.239000,156.0,146.0,263.0,258.0,False,INTERMEDIATE,6.0,True,Red Bull Racing,0 days 02:50:13.928000,2023-05-28 14:51:14.905,1,17.0,False,,False,True
0 days 01:03:28.724000,ALO,14,0 days 00:01:25.527000,1.0,1.0,,,,0 days 00:00:37.981000,0 days 00:00:21.254000,,0 days 01:03:07.574000,0 days 01:03:28.808000,188.0,180.0,258.0,275.0,False,HARD,2.0,False,Aston Martin,0 days 01:02:02.950000,2023-05-28 13:03:03.927,12,2.0,False,,False,False
0 days 01:04:48.370000,ALO,14,0 days 00:01:19.646000,2.0,1.0,,,0 days 00:00:20.871000,0 days 00:00:37.656000,0 days 00:00:21.119000,0 days 01:03:49.651000,0 days 01:04:27.307000,0 days 01:04:48.426000,194.0,181.0,255.0,272.0,True,HARD,3.0,False,Aston Martin,0 days 01:03:28.724000,2023-05-28 13:04:29.701,1,2.0,False,,False,True
0 days 01:06:07.483000,ALO,14,0 days 00:01:19.113000,3.0,1.0,,,0 days 00:00:20.649000,0 days 00:00:37.348000,0 days 00:00:21.116000,0 days 01:05:09.075000,0 days 01:05:46.423000,0 days 01:06:07.539000,193.0,182.0,255.0,273.0,True,HARD,4.0,False,Aston Martin,0 days 01:04:48.370000,2023-05-28 13:05:49.347,1,2.0,False,,False,True
0 days 01:07:26.259000,ALO,14,0 days 00:01:18.776000,4.0,1.0,,,0 days 00:00:20.584000,0 days 00:00:37.221000,0 days 00:00:20.971000,0 days 01:06:28.123000,0 days 01:07:05.344000,0 days 01:07:26.315000,195.0,185.0,257.0,275.0,True,HARD,5.0,False,Aston Martin,0 days 01:06:07.483000,2023-05-28 13:07:08.460,1,2.0,False,,False,True
0 days 01:08:44.198000,ALO,14,0 days 00:01:17.939000,5.0,1.0,,,0 days 00:00:20.370000,0 days 00:00:36.729000,0 days 00:00:20.840000,0 days 01:07:46.685000,0 days 01:08:23.414000,0 days 01:08:44.254000,201.0,183.0,257.0,275.0,True,HARD,6.0,False,Aston Martin,0 days 01:07:26.259000,2023-05-28 13:08:27.236,1,2.0,False,,False,True
0 days 01:10:02.150000,ALO,14,0 days 00:01:17.952000,6.0,1.0,,,0 days 00:00:20.424000,0 days 00:00:36.669000,0 days 00:00:20.859000,0 days 01:09:04.678000,0 days 01:09:41.347000,0 days 01:10:02.206000,,185.0,257.0,275.0,False,HARD,7.0,False,Aston Martin,0 days 01:08:44.198000,2023-05-28 13:09:45.175,1,2.0,False,,False,True
0 days 01:11:19.655000,ALO,14,0 days 00:01:17.505000,7.0,1.0,,,0 days 00:00:20.330000,0 days 00:00:36.535000,0 days 00:00:20.640000,0 days 01:10:22.536000,0 days 01:10:59.071000,0 days 01:11:19.711000,203.0,188.0,257.0,275.0,True,HARD,8.0,False,Aston Martin,0 days 01:10:02.150000,2023-05-28 13:11:03.127,1,2.0,False,,False,True
0 days 01:12:37.046000,ALO,14,0 days 00:01:17.391000,8.0,1.0,,,0 days 00:00:20.266000,0 days 00:00:36.514000,0 days 00:00:20.611000,0 days 01:11:39.977000,0 days 01:12:16.491000,0 days 01:12:37.102000,202.0,187.0,257.0,275.0,True,HARD,9.0,False,Aston Martin,0 days 01:11:19.655000,2023-05-28 13:12:20.632,1,2.0,False,,False,True
